innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bangalore,1,W Jaffer,0,4,V Kohli,0,0,1,4
1,Royal Challengers Bangalore,2,CL White,0,1,V Kohli,0,0,0,1
1,Royal Challengers Bangalore,3,JH Kallis,0,3,V Kohli,12,13,14,16
1,Royal Challengers Bangalore,4,V Kohli,22,23,R Dravid,30,29,54,52
1,Royal Challengers Bangalore,5,R Dravid,16,13,Misbah-ul-Haq,8,7,29,20
1,Royal Challengers Bangalore,6,P Kumar,0,2,R Dravid,0,0,0,2
1,Royal Challengers Bangalore,7,DT Patil,4,1,R Dravid,0,1,4,2
1,Royal Challengers Bangalore,8,R Dravid,14,6,Z Khan,0,1,14,7
1,Royal Challengers Bangalore,9,A Kumble,2,5,R Dravid,6,2,8,7
1,Royal Challengers Bangalore,10,A Kumble,1,2,DW Steyn,1,3,2,5
2,Kings XI Punjab,1,SE Marsh,1,4,JR Hopes,5,4,11,8
2,Kings XI Punjab,2,RR Sarwan,31,29,SE Marsh,15,15,54,44
2,Kings XI Punjab,3,Yuvraj Singh,1,4,SE Marsh,15,7,16,11
2,Kings XI Punjab,4,DPMD Jayawardene,15,15,SE Marsh,8,8,25,23
2,Kings XI Punjab,5,IK Pathan,17,17,DPMD Jayawardene,2,7,21,24
