innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kolkata Knight Riders,death,38,3,30,7.6,3,7
1,Kolkata Knight Riders,middle,60,2,54,6.67,5,17
1,Kolkata Knight Riders,powerplay,35,1,36,5.83,5,19
2,Delhi Daredevils,death,41,4,38,6.47,3,13
2,Delhi Daredevils,middle,33,2,37,5.35,4,17
2,Delhi Daredevils,powerplay,36,4,32,6.75,6,16
