innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,CR Woakes,3.2,0,36,2,10.8,7,3,0
1,Royal Challengers Bangalore,K Khejroliya,4.0,0,33,2,8.25,7,0,0
1,Royal Challengers Bangalore,UT Yadav,4.0,0,23,3,5.75,13,0,0
1,Royal Challengers Bangalore,Washington Sundar,4.0,0,22,2,5.5,7,0,0
1,Royal Challengers Bangalore,YS Chahal,4.0,0,38,1,9.5,5,0,0
2,Kings XI Punjab,AJ Tye,4.0,0,27,1,6.75,6,1,0
2,Kings XI Punjab,AR Patel,4.0,0,25,1,6.25,9,0,0
2,Kings XI Punjab,MM Sharma,3.3,0,45,0,12.86,3,0,0
2,Kings XI Punjab,Mujeeb Ur Rahman,4.0,0,29,1,7.25,10,0,0
2,Kings XI Punjab,R Ashwin,4.0,0,30,2,7.5,11,0,0
