innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,4,2,Kings XI Punjab,AJ Finch,UT Yadav,A Deshmukh,,struck down,True
1,14,1,Royal Challengers Bangalore,MP Stoinis,Washington Sundar,A Deshmukh,,struck down,False
1,15,6,Kings XI Punjab,AR Patel,K Khejroliya,S Ravi,,struck down,False
2,9,2,Kings XI Punjab,Q de Kock,AR Patel,S Ravi,,struck down,True
