innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,MA Agarwal,32,4.1
1,Kings XI Punjab,2,AJ Finch,32,4.2
1,Kings XI Punjab,3,Yuvraj Singh,36,4.6
1,Kings XI Punjab,4,KL Rahul,94,12.1
1,Kings XI Punjab,5,KK Nair,102,13.6
1,Kings XI Punjab,6,MP Stoinis,110,14.4
1,Kings XI Punjab,7,AR Patel,122,15.6
1,Kings XI Punjab,8,AJ Tye,142,18.5
1,Kings XI Punjab,9,R Ashwin,153,19.5
1,Kings XI Punjab,10,Mujeeb Ur Rahman,155,20.2
2,Royal Challengers Bangalore,1,BB McCullum,1,1.2
2,Royal Challengers Bangalore,2,V Kohli,33,5.5
2,Royal Challengers Bangalore,3,Q de Kock,87,12.2
2,Royal Challengers Bangalore,4,SN Khan,87,12.3
2,Royal Challengers Bangalore,5,AB de Villiers,146,19.1
2,Royal Challengers Bangalore,6,Mandeep Singh,150,19.4
