match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
8,2016-04-16,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",4.0,0,31,0,7.75,11,2,0
12,2016-04-18,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",4.0,0,28,3,7.0,12,4,0
15,2016-04-21,Gujarat Lions,Saurashtra Cricket Association Stadium,4.0,0,36,1,9.0,5,0,0
18,2016-04-23,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",4.0,0,33,0,8.25,6,0,0
27,2016-04-30,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",4.0,0,36,1,9.0,7,1,0
34,2016-05-06,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",3.0,0,21,1,7.0,4,2,0
37,2016-05-08,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3.3,1,18,2,5.14,13,1,0
40,2016-05-10,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,0,26,1,6.5,9,0,0
42,2016-05-12,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2.0,0,21,0,10.5,5,0,0
52,2016-05-20,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,4.0,0,34,2,8.5,10,1,0
55,2016-05-22,Kolkata Knight Riders,Eden Gardens,4.0,0,31,1,7.75,6,1,0
58,2016-05-25,Kolkata Knight Riders,Feroz Shah Kotla,3.0,0,29,1,9.67,5,0,0
59,2016-05-27,Gujarat Lions,Feroz Shah Kotla,3.0,0,28,0,9.33,8,1,0
60,2016-05-29,Royal Challengers Bangalore,M Chinnaswamy Stadium,3.0,0,41,1,13.67,6,2,0
