match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
9,2019-03-30,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,4.0,0,25,2,6.25,10,0,0
13,2019-04-01,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,2.0,0,19,0,9.5,3,0,0
18,2019-04-06,Chennai Super Kings,MA Chidambaram Stadium,4.0,0,23,0,5.75,8,1,0
28,2019-04-13,Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium,4.0,0,24,0,6.0,10,0,0
32,2019-04-16,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,4.0,0,24,1,6.0,6,1,0
37,2019-04-20,Delhi Capitals,Arun Jaitley Stadium,3.0,0,20,0,6.67,5,2,1
42,2019-04-24,Royal Challengers Bangalore,M.Chinnaswamy Stadium,4.0,0,31,1,7.75,7,0,0
48,2019-04-29,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,4.0,0,32,1,8.0,5,2,0
52,2019-05-03,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,2.0,0,24,0,12.0,0,0,0
55,2019-05-05,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,3.0,0,33,0,11.0,3,0,0
