match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2019-03-24,Mumbai Indians,Wankhede Stadium,47,32,7,1,146.88,c HH Pandya b BCJ Cutting,4
5,2019-03-26,Chennai Super Kings,Arun Jaitley Stadium,2,2,0,0,100.0,c SK Raina b DJ Bravo,5
10,2019-03-30,Kolkata Knight Riders,Arun Jaitley Stadium,10,7,1,0,142.86,run out (),5
13,2019-04-01,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,38,29,4,1,131.03,c KK Nair b SM Curran,5
16,2019-04-04,Sunrisers Hyderabad,Arun Jaitley Stadium,5,8,0,0,62.5,c MK Pandey b S Kaul,6
20,2019-04-07,Royal Challengers Bangalore,M.Chinnaswamy Stadium,22,21,2,1,104.76,lbw b MM Ali,4
26,2019-04-12,Kolkata Knight Riders,Eden Gardens,14,6,1,1,233.33,not out,5
37,2019-04-20,Kings XI Punjab,Arun Jaitley Stadium,19,9,4,0,211.11,b Mohammed Shami,5
40,2019-04-22,Rajasthan Royals,Sawai Mansingh Stadium,3,5,0,0,60.0,not out,6
46,2019-04-28,Royal Challengers Bangalore,Arun Jaitley Stadium,11,7,1,1,157.14,c Washington Sundar b Navdeep Saini,5
50,2019-05-01,Chennai Super Kings,MA Chidambaram Stadium,1,5,0,0,20.0,lbw b RA Jadeja,5
53,2019-05-04,Rajasthan Royals,Arun Jaitley Stadium,12,23,0,0,52.17,c AM Rahane b IS Sodhi,5
