innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Mumbai Indians,Arjun Tendulkar,2.0,0,9,1,4.5,7,0,0
1,Mumbai Indians,C Green,2.0,0,39,0,19.5,0,0,0
1,Mumbai Indians,JP Behrendorff,4.0,0,37,1,9.25,8,2,0
1,Mumbai Indians,K Kartikeya,4.0,0,39,1,9.75,7,0,0
1,Mumbai Indians,PP Chawla,4.0,0,34,2,8.5,7,1,0
1,Mumbai Indians,RP Meredith,4.0,0,49,1,12.25,6,2,0
2,Gujarat Titans,HH Pandya,2.0,0,10,1,5.0,7,0,0
2,Gujarat Titans,J Little,2.0,0,18,0,9.0,2,0,0
2,Gujarat Titans,MM Sharma,4.0,0,38,2,9.5,7,0,0
2,Gujarat Titans,Mohammed Shami,4.0,0,18,0,4.5,14,1,0
2,Gujarat Titans,Noor Ahmad,4.0,0,37,3,9.25,10,0,0
2,Gujarat Titans,Rashid Khan,4.0,0,27,2,6.75,10,0,0
