innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,3,1,Gujarat Titans,WP Saha,Arjun Tendulkar,A Nand Kishore,wicket,struck down,False
2,8,6,Gujarat Titans,Tilak Varma,Rashid Khan,A Nand Kishore,wicket,upheld,False
2,12,2,Mumbai Indians,SA Yadav,Rashid Khan,A Nand Kishore,wicket,upheld,False
