innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Gujarat Titans,1,WP Saha,4,7,Shubman Gill,8,6,12,13
1,Gujarat Titans,2,HH Pandya,13,14,Shubman Gill,23,10,38,24
1,Gujarat Titans,3,V Shankar,15,12,Shubman Gill,25,18,41,30
1,Gujarat Titans,4,DA Miller,6,3,V Shankar,4,4,10,7
1,Gujarat Titans,5,A Manohar,42,21,DA Miller,28,14,71,35
1,Gujarat Titans,6,R Tewatia,20,5,DA Miller,12,5,33,10
1,Gujarat Titans,7,Rashid Khan,2,1,R Tewatia,0,0,2,1
2,Mumbai Indians,1,RG Sharma,2,8,Ishan Kishan,1,4,4,12
2,Mumbai Indians,2,Ishan Kishan,12,17,C Green,23,16,39,33
2,Mumbai Indians,3,Tilak Varma,2,3,C Green,0,0,2,3
2,Mumbai Indians,4,C Green,10,10,SA Yadav,4,4,14,14
2,Mumbai Indians,5,TH David,0,2,SA Yadav,0,0,0,2
2,Mumbai Indians,6,N Wadhera,12,6,SA Yadav,19,8,31,14
2,Mumbai Indians,7,N Wadhera,27,13,PP Chawla,18,12,45,25
2,Mumbai Indians,8,N Wadhera,1,2,Arjun Tendulkar,1,1,2,3
2,Mumbai Indians,9,JP Behrendorff,3,4,Arjun Tendulkar,12,8,15,12
2,Mumbai Indians,10,RP Meredith,0,2,JP Behrendorff,0,0,0,2
