match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2009-04-19,Deccan Chargers,Newlands,4.0,0,23,0,5.75,10,0,0
6,2009-04-21,Kings XI Punjab,Kingsmead,1.0,0,7,0,7.0,2,0,0
19,2009-04-29,Royal Challengers Bangalore,Kingsmead,4.0,0,26,0,6.5,10,1,0
23,2009-05-01,Mumbai Indians,Buffalo Park,3.0,0,20,1,6.67,7,0,0
27,2009-05-03,Kings XI Punjab,St George's Park,3.0,0,20,0,6.67,6,2,0
31,2009-05-05,Delhi Daredevils,Kingsmead,4.0,0,18,0,4.5,8,0,0
39,2009-05-10,Delhi Daredevils,New Wanderers Stadium,4.0,0,20,0,5.0,7,0,0
41,2009-05-12,Royal Challengers Bangalore,SuperSport Park,4.0,0,28,2,7.0,9,2,0
48,2009-05-16,Deccan Chargers,New Wanderers Stadium,4.0,0,12,1,3.0,14,0,0
51,2009-05-18,Chennai Super Kings,SuperSport Park,3.0,0,27,0,9.0,4,1,0
