match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2010-03-14,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",17,11,0,2,154.55,c RP Singh b WPUJC Vaas,2
8,2010-03-16,Kolkata Knight Riders,Eden Gardens,1,8,0,0,12.5,b I Sharma,2
11,2010-03-19,Delhi Daredevils,Feroz Shah Kotla,93,43,9,7,216.28,c TM Dilshan b A Mishra,2
16,2010-03-21,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",33,24,4,2,137.5,b RR Powar,2
18,2010-03-23,Royal Challengers Bangalore,M Chinnaswamy Stadium,32,28,5,0,114.29,run out (R Dravid),2
21,2010-03-25,Mumbai Indians,"Brabourne Stadium, Mumbai",20,12,4,0,166.67,lbw b Harbhajan Singh,2
24,2010-03-28,Rajasthan Royals,"Sardar Patel Stadium, Motera",19,14,1,1,135.71,c & b YK Pathan,2
28,2010-03-31,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",12,14,0,1,85.71,st RV Uthappa b A Kumble,2
32,2010-04-03,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",34,21,5,1,161.9,c SR Watson b SB Wagh,2
37,2010-04-06,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",35,31,2,1,112.9,c R Sathish b KA Pollard,2
42,2010-04-10,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",19,18,3,0,105.56,c AC Gilchrist b Harmeet Singh,2
48,2010-04-13,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",0,2,0,0,0.0,b CH Gayle,2
50,2010-04-15,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",1,5,0,0,20.0,c PD Collingwood b A Nehra,2
54,2010-04-18,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,5,8,1,0,62.5,c KC Sangakkara b RR Powar,2
58,2010-04-22,Deccan Chargers,Dr DY Patil Sports Academy,8,9,2,0,88.89,c A Symonds b RJ Harris,2
60,2010-04-25,Mumbai Indians,Dr DY Patil Sports Academy,17,31,1,1,54.84,c AT Rayudu b KA Pollard,2
