innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,13,4,Rajasthan Royals,GJ Maxwell,Yudhvir Singh,UV Gandhe,wicket,struck down,False
2,16,4,Rajasthan Royals,Suryansh Shedge,PWH de Silva,K Swaroopanand,wicket,struck down,True
2,18,5,Rajasthan Royals,Arshdeep Singh,M Theekshana,K Swaroopanand,wicket,struck down,False
