innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rajasthan Royals,1,YBK Jaiswal,44,36,SV Samson,38,26,89,62
1,Rajasthan Royals,2,R Parag,11,9,YBK Jaiswal,23,9,34,18
1,Rajasthan Royals,3,N Rana,12,7,R Parag,1,1,15,8
1,Rajasthan Royals,4,SO Hetmyer,20,12,R Parag,24,13,47,25
1,Rajasthan Royals,5,Dhruv Jurel,13,5,R Parag,7,2,20,7
2,Punjab Kings,1,Priyansh Arya,0,1,P Simran Singh,0,0,0,1
2,Punjab Kings,2,SS Iyer,10,5,P Simran Singh,0,0,11,5
2,Punjab Kings,3,P Simran Singh,9,8,MP Stoinis,1,7,15,15
2,Punjab Kings,4,N Wadhera,8,9,P Simran Singh,8,8,17,17
2,Punjab Kings,5,GJ Maxwell,30,21,N Wadhera,54,31,88,52
2,Punjab Kings,6,N Wadhera,0,1,Shashank Singh,0,0,0,1
2,Punjab Kings,7,Suryansh Shedge,2,4,Shashank Singh,2,2,5,6
2,Punjab Kings,8,M Jansen,3,6,Shashank Singh,3,3,9,9
2,Punjab Kings,9,Arshdeep Singh,1,5,Shashank Singh,5,8,6,13
2,Punjab Kings,10,LH Ferguson,4,1,Shashank Singh,0,0,4,1
