match_number,date,opponent,catches,stumpings,run_outs
10,2011-04-13,Pune Warriors,1,0,0
36,2011-04-30,Delhi Daredevils,0,0,1
41,2011-05-02,Delhi Daredevils,2,0,0
64,2011-05-18,Chennai Super Kings,2,0,0
