innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,VR Iyer,17,2.6
1,Kolkata Knight Riders,2,N Rana,65,8.3
1,Kolkata Knight Riders,3,AM Rahane,72,8.6
1,Kolkata Knight Riders,4,SS Iyer,83,10.6
1,Kolkata Knight Riders,5,RK Singh,94,12.3
1,Kolkata Knight Riders,6,SW Billings,157,19.5
2,Sunrisers Hyderabad,1,KS Williamson,30,6.2
2,Sunrisers Hyderabad,2,RA Tripathi,54,9.2
2,Sunrisers Hyderabad,3,Abhishek Sharma,72,12.5
2,Sunrisers Hyderabad,4,N Pooran,76,13.3
2,Sunrisers Hyderabad,5,AK Markram,99,15.4
2,Sunrisers Hyderabad,6,Washington Sundar,107,18.1
2,Sunrisers Hyderabad,7,M Jansen,113,18.5
2,Sunrisers Hyderabad,8,Shashank Singh,113,19.1
