innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,18,1,Sunrisers Hyderabad,SW Billings,T Natarajan,KN Ananthapadmanabhan,,struck down,False
2,16,1,Kolkata Knight Riders,Shashank Singh,CV Varun,KN Ananthapadmanabhan,,struck down,True
2,17,4,Sunrisers Hyderabad,Shashank Singh,TG Southee,AK Chaudhary,,upheld,False
