innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kolkata Knight Riders,1,VR Iyer,7,6,AM Rahane,7,6,17,12
1,Kolkata Knight Riders,2,AM Rahane,21,17,N Rana,26,16,48,33
1,Kolkata Knight Riders,3,SS Iyer,7,2,AM Rahane,0,1,7,3
1,Kolkata Knight Riders,4,SS Iyer,8,7,SW Billings,3,5,11,12
1,Kolkata Knight Riders,5,SW Billings,5,3,RK Singh,5,6,11,9
1,Kolkata Knight Riders,6,AD Russell,30,23,SW Billings,26,21,63,44
1,Kolkata Knight Riders,7,SP Narine,1,2,AD Russell,19,5,20,7
2,Sunrisers Hyderabad,1,Abhishek Sharma,21,15,KS Williamson,9,17,30,32
2,Sunrisers Hyderabad,2,RA Tripathi,9,12,Abhishek Sharma,14,6,24,18
2,Sunrisers Hyderabad,3,AK Markram,10,14,Abhishek Sharma,8,7,18,21
2,Sunrisers Hyderabad,4,N Pooran,2,3,AK Markram,1,1,4,4
2,Sunrisers Hyderabad,5,Washington Sundar,2,3,AK Markram,21,10,23,13
2,Sunrisers Hyderabad,6,Shashank Singh,6,9,Washington Sundar,2,6,8,15
2,Sunrisers Hyderabad,7,M Jansen,1,2,Shashank Singh,5,2,6,4
2,Sunrisers Hyderabad,8,B Kumar,0,1,Shashank Singh,0,1,0,2
2,Sunrisers Hyderabad,9,Umran Malik,3,5,B Kumar,6,6,10,11
