match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2025-03-22,Kolkata Knight Riders,"Eden Gardens, Kolkata",34,16,5,1,212.5,c RK Singh b VG Arora,4
8,2025-03-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",51,32,4,3,159.38,c SM Curran b M Pathirana,4
14,2025-04-02,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",12,12,2,0,100.0,lbw b I Sharma,4
20,2025-04-07,Mumbai Indians,"Wankhede Stadium, Mumbai",64,32,5,4,200.0,c RD Rickelton b TA Boult,4
24,2025-04-10,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",25,23,1,1,108.7,c KL Rahul b Kuldeep Yadav,4
34,2025-04-18,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",23,18,1,1,127.78,c XC Bartlett b YS Chahal,3
37,2025-04-20,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",12,13,1,0,92.31,c M Jansen b YS Chahal,4
42,2025-04-24,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",1,3,0,0,33.33,c Dhruv Jurel b Sandeep Sharma,5
46,2025-04-27,Delhi Capitals,"Arun Jaitley Stadium, Delhi",6,6,1,0,100.0,run out (KK Nair),4
52,2025-05-03,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",11,15,1,0,73.33,c SM Curran b M Pathirana,4
65,2025-05-23,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",18,16,1,0,112.5,run out (E Malinga),4
70,2025-05-27,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",14,7,1,1,200.0,c Abdul Samad b W O'Rourke,3
71,2025-05-29,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",15,8,1,1,187.5,not out,4
74,2025-06-03,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",26,16,1,2,162.5,lbw b KA Jamieson,4
