match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2020-09-20,Delhi Capitals,Dubai International Cricket Stadium,0,3,0,0,0.0,b R Ashwin,4
6,2020-09-24,Royal Challengers Bangalore,Dubai International Cricket Stadium,17,18,1,0,94.44,c AB de Villiers b S Dube,3
9,2020-09-27,Rajasthan Royals,Sharjah Cricket Stadium,25,8,1,3,312.5,not out,4
13,2020-10-01,Mumbai Indians,Sheikh Zayed Stadium,44,27,3,2,162.96,c Q de Kock b JL Pattinson,4
18,2020-10-04,Chennai Super Kings,Dubai International Cricket Stadium,33,17,1,3,194.12,c RA Jadeja b SN Thakur,4
22,2020-10-08,Sunrisers Hyderabad,Dubai International Cricket Stadium,77,37,5,7,208.11,c T Natarajan b Rashid Khan,4
24,2020-10-10,Kolkata Knight Riders,Sheikh Zayed Stadium,16,10,2,1,160.0,b SP Narine,3
31,2020-10-15,Royal Challengers Bangalore,Sharjah Cricket Stadium,6,1,0,1,600.0,not out,4
36,2020-10-18,Mumbai Indians,Dubai International Cricket Stadium,24,12,2,2,200.0,c NM Coulter-Nile b JJ Bumrah,4
38,2020-10-20,Delhi Capitals,Dubai International Cricket Stadium,53,28,6,3,189.29,c RR Pant b K Rabada,4
43,2020-10-24,Sunrisers Hyderabad,Dubai International Cricket Stadium,32,28,2,0,114.29,not out,4
46,2020-10-26,Kolkata Knight Riders,Sharjah Cricket Stadium,2,3,0,0,66.67,not out,4
50,2020-10-30,Rajasthan Royals,Sheikh Zayed Stadium,22,10,0,3,220.0,c R Tewatia b BA Stokes,4
53,2020-11-01,Chennai Super Kings,Sheikh Zayed Stadium,2,6,0,0,33.33,c MS Dhoni b SN Thakur,4
