innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Sunrisers Hyderabad,Abhishek Sharma,35,13,2,4,269.23,c SS Iyer b LH Ferguson,1
1,Sunrisers Hyderabad,TM Head,38,19,3,3,200.0,c M Jansen b YS Chahal,2
1,Sunrisers Hyderabad,Ishan Kishan,55,32,2,4,171.88,c Suryansh Shedge b Arshdeep Singh,3
1,Sunrisers Hyderabad,H Klaasen,69,43,3,4,160.47,c M Jansen b Vijaykumar Vyshak,4
1,Sunrisers Hyderabad,Nithish Kumar Reddy,29,13,2,2,223.08,not out,5
2,Punjab Kings,Priyansh Arya,1,3,0,0,33.33,c E Malinga b PJ Cummins,1
2,Punjab Kings,P Simran Singh,3,4,0,0,75.0,c PJ Cummins b Nithish Kumar Reddy,2
2,Punjab Kings,C Connolly,107,59,7,8,181.36,not out,3
2,Punjab Kings,SS Iyer,5,5,1,0,100.0,c PJ Cummins b E Malinga,4
2,Punjab Kings,MP Stoinis,28,14,3,2,200.0,c Ishan Kishan b Shivang Kumar,5
2,Punjab Kings,Suryansh Shedge,25,17,1,2,147.06,c Abhishek Sharma b PJ Cummins,6
2,Punjab Kings,Shashank Singh,4,3,1,0,133.33,c Nithish Kumar Reddy b Sakib Hussain,7
2,Punjab Kings,M Jansen,19,16,0,1,118.75,c Harsh Dubey b Shivang Kumar,8
2,Punjab Kings,Vijaykumar Vyshak,1,1,0,0,100.0,not out,9
