innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kolkata Knight Riders,1,PD Salt,60,31,SP Narine,71,32,138,62
1,Kolkata Knight Riders,2,VR Iyer,9,7,PD Salt,15,6,25,13
1,Kolkata Knight Riders,3,AD Russell,24,12,VR Iyer,13,6,40,18
1,Kolkata Knight Riders,4,SS Iyer,28,10,VR Iyer,15,8,43,18
1,Kolkata Knight Riders,5,RK Singh,5,4,VR Iyer,2,1,7,5
1,Kolkata Knight Riders,6,Ramandeep Singh,6,3,VR Iyer,0,1,8,4
1,Kolkata Knight Riders,7,Ramandeep Singh,6,3,VR Iyer,0,1,8,4
2,Punjab Kings,1,P Simran Singh,54,20,JM Bairstow,36,16,93,36
2,Punjab Kings,2,JM Bairstow,57,23,RR Rossouw,26,16,85,39
2,Punjab Kings,3,Shashank Singh,68,28,JM Bairstow,15,9,84,37
