match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2020-09-23,Mumbai Indians,Sheikh Zayed Stadium,4.0,0,22,1,5.5,8,0,0
8,2020-09-26,Sunrisers Hyderabad,Sheikh Zayed Stadium,4.0,0,31,0,7.75,4,0,0
12,2020-09-30,Rajasthan Royals,Dubai International Cricket Stadium,4.0,0,40,1,10.0,8,1,0
16,2020-10-03,Delhi Capitals,Sharjah Cricket Stadium,2.0,0,26,0,13.0,1,0,0
21,2020-10-07,Chennai Super Kings,Sheikh Zayed Stadium,4.0,0,31,1,7.75,8,0,0
24,2020-10-10,Kings XI Punjab,Sheikh Zayed Stadium,4.0,0,28,2,7.0,7,0,0
42,2020-10-24,Delhi Capitals,Sheikh Zayed Stadium,4.0,0,37,0,9.25,4,1,0
46,2020-10-26,Kings XI Punjab,Sharjah Cricket Stadium,4.0,0,27,0,6.75,9,0,0
49,2020-10-29,Chennai Super Kings,Dubai International Cricket Stadium,4.0,0,23,0,5.75,5,0,0
54,2020-11-01,Rajasthan Royals,Dubai International Cricket Stadium,4.0,0,37,0,9.25,8,0,0
