match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2019-03-23,Royal Challengers Bangalore,MA Chidambaram Stadium,0,10,0,0,0.0,b YS Chahal,1
5,2019-03-26,Delhi Capitals,Arun Jaitley Stadium,44,26,4,3,169.23,st RR Pant b A Mishra,1
12,2019-03-31,Rajasthan Royals,MA Chidambaram Stadium,13,13,1,1,100.0,c JC Archer b BA Stokes,2
15,2019-04-03,Mumbai Indians,Wankhede Stadium,5,6,1,0,83.33,c KA Pollard b SL Malinga,1
18,2019-04-06,Kings XI Punjab,MA Chidambaram Stadium,26,24,3,1,108.33,c SM Curran b R Ashwin,1
23,2019-04-09,Kolkata Knight Riders,MA Chidambaram Stadium,17,9,2,1,188.89,c PP Chawla b SP Narine,1
25,2019-04-11,Rajasthan Royals,Sawai Mansingh Stadium,0,4,0,0,0.0,b DS Kulkarni,1
29,2019-04-14,Kolkata Knight Riders,Eden Gardens,6,7,1,0,85.71,lbw b HF Gurney,1
33,2019-04-17,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,31,29,4,0,106.9,b S Nadeem,1
39,2019-04-21,Royal Challengers Bangalore,M.Chinnaswamy Stadium,5,3,1,0,166.67,c MP Stoinis b DW Steyn,1
41,2019-04-23,Sunrisers Hyderabad,MA Chidambaram Stadium,96,53,9,6,181.13,c JM Bairstow b B Kumar,1
44,2019-04-26,Mumbai Indians,MA Chidambaram Stadium,8,4,2,0,200.0,c RD Chahar b SL Malinga,2
50,2019-05-01,Delhi Capitals,MA Chidambaram Stadium,0,9,0,0,0.0,c AR Patel b J Suchith,2
55,2019-05-05,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,7,11,1,0,63.64,b SM Curran,2
57,2019-05-07,Mumbai Indians,MA Chidambaram Stadium,10,13,2,0,76.92,c J Yadav b KH Pandya,2
59,2019-05-10,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,50,32,3,4,156.25,c TA Boult b A Mishra,2
60,2019-05-12,Mumbai Indians,Rajiv Gandhi International Stadium,80,59,8,4,135.59,run out (),2
