innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,19,2,Gujarat Titans,HH Pandya,Mohammed Siraj,KN Ananthapadmanabhan,wicket,struck down,False
2,2,2,Gujarat Titans,JC Buttler,HH Pandya,Abhijit Bhattacharya,wicket,struck down,True
2,16,5,Gujarat Titans,Mohammed Siraj,AM Ghazanfar,Abhijit Bhattacharya,wicket,struck down,False
