innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,DV Malewar,10,2.5
1,Mumbai Indians,2,Q de Kock,25,4.3
1,Mumbai Indians,3,SA Yadav,44,6.5
1,Mumbai Indians,4,Naman Dhir,96,13.3
1,Mumbai Indians,5,HH Pandya,177,19.5
2,Gujarat Titans,1,B Sai Sudharsan,0,1.1
2,Gujarat Titans,2,JC Buttler,5,2.2
2,Gujarat Titans,3,Shubman Gill,40,5.4
2,Gujarat Titans,4,Washington Sundar,54,8.2
2,Gujarat Titans,5,GD Phillips,55,8.4
2,Gujarat Titans,6,R Tewatia,79,11.6
2,Gujarat Titans,7,Rashid Khan,85,13.2
2,Gujarat Titans,8,M Shahrukh Khan,86,13.6
2,Gujarat Titans,9,K Rabada,99,16.2
2,Gujarat Titans,10,Mohammed Siraj,100,16.5
