innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Gujarat Lions,1,DR Smith,1,9,BB McCullum,1,7,2,16
1,Gujarat Lions,2,SK Raina,20,10,BB McCullum,2,4,22,14
1,Gujarat Lions,3,BB McCullum,1,1,KD Karthik,0,3,1,4
1,Gujarat Lions,4,AJ Finch,4,5,BB McCullum,3,7,9,12
1,Gujarat Lions,5,AJ Finch,24,19,DJ Bravo,18,20,45,39
1,Gujarat Lions,6,AJ Finch,9,11,RA Jadeja,18,13,27,24
1,Gujarat Lions,7,P Kumar,6,4,AJ Finch,14,7,20,11
2,Sunrisers Hyderabad,1,DA Warner,24,17,S Dhawan,1,2,26,19
2,Sunrisers Hyderabad,2,KS Williamson,6,9,S Dhawan,1,1,7,10
2,Sunrisers Hyderabad,3,MC Henriques,14,16,S Dhawan,6,11,22,27
2,Sunrisers Hyderabad,4,Yuvraj Singh,5,14,S Dhawan,21,14,26,28
2,Sunrisers Hyderabad,5,DJ Hooda,18,12,S Dhawan,7,8,27,20
2,Sunrisers Hyderabad,6,NV Ojha,9,6,S Dhawan,11,4,21,10
