innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,GC Smith,43,7.3
1,Rajasthan Royals,2,YK Pathan,65,10.5
1,Rajasthan Royals,3,RJ Quiney,126,16.5
1,Rajasthan Royals,4,SD Chitnis,141,19.3
1,Rajasthan Royals,5,RA Jadeja,142,20.1
1,Rajasthan Royals,6,NV Ojha,144,20.4
1,Rajasthan Royals,7,SK Warne,145,20.6
2,Mumbai Indians,1,DJ Bravo,9,2.3
2,Mumbai Indians,2,AM Rahane,23,5.6
2,Mumbai Indians,3,YV Takawale,23,6.2
2,Mumbai Indians,4,ST Jayasuriya,56,12.1
2,Mumbai Indians,5,JP Duminy,76,14.1
2,Mumbai Indians,6,SR Tendulkar,103,16.3
2,Mumbai Indians,7,AM Nayar,140,19.4
2,Mumbai Indians,8,DS Kulkarni,142,20.2
2,Mumbai Indians,9,C Nanda,142,20.3
2,Mumbai Indians,10,SL Malinga,143,20.5
