innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Chennai Super Kings,DJ Bravo,4.0,0,52,0,13.0,3,2,0
1,Chennai Super Kings,DL Chahar,3.0,0,23,1,7.67,11,2,0
1,Chennai Super Kings,Harbhajan Singh,2.0,0,24,0,12.0,4,0,0
1,Chennai Super Kings,L Ngidi,3.0,0,14,2,4.67,9,2,0
1,Chennai Super Kings,RA Jadeja,4.0,0,19,1,4.75,10,0,0
1,Chennai Super Kings,SN Thakur,4.0,0,27,1,6.75,10,0,0
2,Delhi Daredevils,A Mishra,4.0,0,20,2,5.0,12,0,0
2,Delhi Daredevils,Avesh Khan,2.0,0,28,0,14.0,5,0,0
2,Delhi Daredevils,GJ Maxwell,2.0,0,14,0,7.0,4,0,0
2,Delhi Daredevils,HV Patel,4.0,0,23,1,5.75,9,0,0
2,Delhi Daredevils,S Lamichhane,4.0,0,21,1,5.25,10,0,0
2,Delhi Daredevils,TA Boult,4.0,0,20,2,5.0,11,0,0
