innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,PP Shaw,24,5.1
1,Delhi Daredevils,2,SS Iyer,78,11.3
1,Delhi Daredevils,3,RR Pant,81,11.6
1,Delhi Daredevils,4,GJ Maxwell,94,14.5
1,Delhi Daredevils,5,Abhishek Sharma,97,15.4
2,Chennai Super Kings,1,SR Watson,46,7.5
2,Chennai Super Kings,2,AT Rayudu,70,10.6
2,Chennai Super Kings,3,SK Raina,90,14.1
2,Chennai Super Kings,4,SW Billings,93,15.3
2,Chennai Super Kings,5,MS Dhoni,113,18.6
2,Chennai Super Kings,6,DJ Bravo,125,20.2
