innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Daredevils,PP Shaw,17,17,1,1,100.0,c SN Thakur b DL Chahar,1
1,Delhi Daredevils,SS Iyer,19,22,3,0,86.36,b L Ngidi,2
1,Delhi Daredevils,RR Pant,38,26,3,2,146.15,c DJ Bravo b L Ngidi,3
1,Delhi Daredevils,GJ Maxwell,5,7,0,0,71.43,b RA Jadeja,4
1,Delhi Daredevils,V Shankar,36,28,2,2,128.57,not out,5
1,Delhi Daredevils,Abhishek Sharma,2,4,0,0,50.0,c Harbhajan Singh b SN Thakur,6
1,Delhi Daredevils,HV Patel,36,16,1,4,225.0,not out,7
2,Chennai Super Kings,SR Watson,14,23,0,1,60.87,c TA Boult b A Mishra,1
2,Chennai Super Kings,AT Rayudu,50,29,4,4,172.41,c GJ Maxwell b HV Patel,2
2,Chennai Super Kings,SK Raina,15,18,1,0,83.33,c V Shankar b S Lamichhane,3
2,Chennai Super Kings,MS Dhoni,17,23,1,0,73.91,c SS Iyer b TA Boult,4
2,Chennai Super Kings,SW Billings,1,5,0,0,20.0,c Abhishek Sharma b A Mishra,5
2,Chennai Super Kings,RA Jadeja,27,18,0,2,150.0,not out,6
2,Chennai Super Kings,DJ Bravo,1,2,0,0,50.0,c V Shankar b TA Boult,7
2,Chennai Super Kings,DL Chahar,1,2,0,0,50.0,not out,8
