innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Mumbai Indians,LMP Simmons,8,8,0,1,100.0,b I Sharma,1
1,Mumbai Indians,RG Sharma,7,5,1,0,140.0,lbw b I Sharma,2
1,Mumbai Indians,HH Pandya,9,11,2,0,81.82,c MS Dhoni b MR Marsh,3
1,Mumbai Indians,JC Buttler,0,2,0,0,0.0,c R Ashwin b MR Marsh,4
1,Mumbai Indians,AT Rayudu,22,27,2,0,81.48,c F du Plessis b R Ashwin,5
1,Mumbai Indians,KA Pollard,1,8,0,0,12.5,lbw b R Bhatia,6
1,Mumbai Indians,S Gopal,2,16,0,0,12.5,c AM Rahane b M Ashwin,7
1,Mumbai Indians,Harbhajan Singh,45,30,7,1,150.0,not out,8
1,Mumbai Indians,R Vinay Kumar,12,11,0,1,109.09,c SPD Smith b RP Singh,9
1,Mumbai Indians,MJ McClenaghan,2,2,0,0,100.0,not out,10
2,Rising Pune Supergiants,AM Rahane,66,42,7,3,157.14,not out,1
2,Rising Pune Supergiants,F du Plessis,34,33,1,3,103.03,b Harbhajan Singh,2
2,Rising Pune Supergiants,KP Pietersen,21,14,0,2,150.0,not out,3
