innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rising Pune Supergiants,I Sharma,4.0,0,36,2,9.0,14,4,0
1,Rising Pune Supergiants,M Ashwin,4.0,0,16,1,4.0,13,0,0
1,Rising Pune Supergiants,MR Marsh,4.0,0,21,2,5.25,13,1,0
1,Rising Pune Supergiants,R Ashwin,1.0,0,7,1,7.0,2,0,0
1,Rising Pune Supergiants,R Bhatia,4.0,1,10,1,2.5,17,0,0
1,Rising Pune Supergiants,RP Singh,3.0,0,30,1,10.0,7,1,0
2,Mumbai Indians,HH Pandya,0.4,0,12,0,18.0,2,0,0
2,Mumbai Indians,Harbhajan Singh,3.0,0,24,1,8.0,6,0,0
2,Mumbai Indians,JJ Bumrah,3.0,0,30,0,10.0,10,0,1
2,Mumbai Indians,MJ McClenaghan,3.0,0,27,0,9.0,10,0,0
2,Mumbai Indians,R Vinay Kumar,2.0,0,14,0,7.0,6,3,0
2,Mumbai Indians,S Gopal,3.0,0,18,0,6.0,4,0,0
