innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,1,2,Lucknow Super Giants,Ishan Kishan,MP Stoinis,UV Gandhe,,struck down,False
1,3,4,Lucknow Super Giants,SA Yadav,MP Stoinis,UV Gandhe,wicket,upheld,False
1,17,4,Lucknow Super Giants,N Wadhera,Naveen-ul-Haq,UV Gandhe,wicket,struck down,False
2,1,4,Mumbai Indians,AA Kulkarni,N Thushara,UV Gandhe,wicket,upheld,False
