innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Mumbai Indians,1,Ishan Kishan,2,4,RG Sharma,4,5,7,9
1,Mumbai Indians,2,SA Yadav,10,6,Ishan Kishan,1,1,11,7
1,Mumbai Indians,3,Tilak Varma,7,11,Ishan Kishan,2,4,9,15
1,Mumbai Indians,4,HH Pandya,0,1,Ishan Kishan,0,0,0,1
1,Mumbai Indians,5,N Wadhera,21,26,Ishan Kishan,27,27,53,52
1,Mumbai Indians,6,N Wadhera,25,15,TH David,6,5,32,19
1,Mumbai Indians,7,Mohammad Nabi,1,2,TH David,10,4,11,6
1,Mumbai Indians,8,G Coetzee,1,2,TH David,19,9,21,11
2,Lucknow Super Giants,1,KL Rahul,1,3,AA Kulkarni,0,1,1,4
2,Lucknow Super Giants,2,MP Stoinis,29,21,KL Rahul,27,19,58,40
2,Lucknow Super Giants,3,DJ Hooda,18,18,MP Stoinis,20,17,40,35
2,Lucknow Super Giants,4,N Pooran,3,3,MP Stoinis,13,7,16,10
2,Lucknow Super Giants,5,AJ Turner,5,9,N Pooran,1,5,8,14
2,Lucknow Super Giants,6,A Badoni,6,6,N Pooran,0,0,10,6
2,Lucknow Super Giants,7,KH Pandya,1,1,N Pooran,10,6,12,7
