match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2022-03-29,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",4.0,0,39,2,9.75,10,2,1
12,2022-04-04,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",3.0,0,39,0,13.0,4,0,0
17,2022-04-09,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",3.0,0,29,0,9.67,8,0,0
21,2022-04-11,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",4.0,0,39,1,9.75,8,1,0
25,2022-04-15,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",4.0,0,27,2,6.75,13,0,0
28,2022-04-17,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",4.0,1,28,4,7.0,15,0,0
36,2022-04-23,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",4.0,0,13,1,3.25,19,1,1
40,2022-04-27,Gujarat Titans,"Wankhede Stadium, Mumbai",4.0,0,25,5,6.25,11,1,0
46,2022-05-01,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",4.0,0,48,0,12.0,7,2,0
50,2022-05-05,Delhi Capitals,"Brabourne Stadium, Mumbai",4.0,0,52,0,13.0,8,2,0
54,2022-05-08,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",2.0,0,25,0,12.5,4,0,0
61,2022-05-14,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",4.0,0,33,3,8.25,10,2,0
65,2022-05-17,Mumbai Indians,"Wankhede Stadium, Mumbai",3.0,0,23,3,7.67,10,3,2
70,2022-05-22,Punjab Kings,"Wankhede Stadium, Mumbai",2.1,0,24,1,11.08,4,0,0
