match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2008-04-20,Kolkata Knight Riders,Eden Gardens,14,14,1,0,100.0,c M Kartik b I Sharma,2
7,2008-04-22,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",14,22,2,0,63.64,c S Dhawan b MF Maharoof,2
19,2008-05-01,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",1,2,0,0,50.0,"run out (Yuvraj Singh, KC Sangakkara)",6
30,2008-05-09,Rajasthan Royals,Sawai Mansingh Stadium,23,11,3,1,209.09,not out,8
32,2008-05-11,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",71,42,4,6,169.05,not out,6
37,2008-05-15,Delhi Daredevils,Feroz Shah Kotla,34,18,3,2,188.89,c Shoaib Malik b GD McGrath,6
42,2008-05-18,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",57,38,4,3,150.0,c PR Shah b DJ Bravo,5
48,2008-05-23,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2,5,0,0,40.0,c PP Chawla b S Sreesanth,4
51,2008-05-25,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",26,12,2,2,216.67,c W Jaffer b R Vinay Kumar,5
54,2008-05-27,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",46,46,3,1,100.0,"run out (MS Gony, PA Patel)",4
