innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Sunrisers Hyderabad,death,52,1,30,10.4,7,12
1,Sunrisers Hyderabad,middle,74,3,54,8.22,9,17
1,Sunrisers Hyderabad,powerplay,56,2,36,9.33,10,15
2,Lucknow Super Giants,death,106,1,41,15.51,16,5
2,Lucknow Super Giants,middle,50,1,40,7.5,5,11
2,Lucknow Super Giants,powerplay,29,1,35,4.97,4,20
