innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Sunrisers Hyderabad,Anmolpreet Singh,36,27,7,0,133.33,c & b A Mishra,1
1,Sunrisers Hyderabad,Abhishek Sharma,7,5,1,0,140.0,c Q de Kock b Yudhvir Singh,2
1,Sunrisers Hyderabad,RA Tripathi,20,13,4,0,153.85,c Q de Kock b Yash Thakur,3
1,Sunrisers Hyderabad,AK Markram,28,20,2,1,140.0,st Q de Kock b KH Pandya,4
1,Sunrisers Hyderabad,H Klaasen,47,29,3,3,162.07,c PN Mankad b Avesh Khan,5
1,Sunrisers Hyderabad,GD Phillips,0,1,0,0,0.0,b KH Pandya,6
1,Sunrisers Hyderabad,Abdul Samad,37,25,1,4,148.0,not out,7
1,Sunrisers Hyderabad,B Kumar,2,1,0,0,200.0,not out,8
2,Lucknow Super Giants,KR Mayers,2,14,0,0,14.29,c AK Markram b GD Phillips,1
2,Lucknow Super Giants,Q de Kock,29,19,3,1,152.63,c Abhishek Sharma b M Markande,2
2,Lucknow Super Giants,PN Mankad,64,45,7,2,142.22,not out,3
2,Lucknow Super Giants,MP Stoinis,40,25,2,3,160.0,c Abdul Samad b Abhishek Sharma,4
2,Lucknow Super Giants,N Pooran,44,13,3,4,338.46,not out,5
