match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2022-03-28,Gujarat Titans,"Wankhede Stadium, Mumbai",55,41,6,2,134.15,lbw b Rashid Khan,5
7,2022-03-31,Chennai Super Kings,"Brabourne Stadium, Mumbai",13,8,1,1,162.5,c RA Jadeja b DJ Bravo,5
12,2022-04-04,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",51,33,3,3,154.55,c RA Tripathi b R Shepherd,5
15,2022-04-07,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",11,13,0,0,84.62,c AR Patel b SN Thakur,4
20,2022-04-10,Rajasthan Royals,"Wankhede Stadium, Mumbai",25,24,3,0,104.17,b KR Sen,5
26,2022-04-16,Mumbai Indians,"Brabourne Stadium, Mumbai",15,8,1,1,187.5,c Ishan Kishan b JD Unadkat,5
31,2022-04-19,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",13,14,1,0,92.86,c SS Prabhudessai b Mohammed Siraj,5
37,2022-04-24,Mumbai Indians,"Wankhede Stadium, Mumbai",10,9,1,0,111.11,c D Brevis b RP Meredith,6
42,2022-04-29,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",34,28,1,2,121.43,run out (JM Bairstow),3
45,2022-05-01,Delhi Capitals,"Wankhede Stadium, Mumbai",52,34,6,1,152.94,c & b SN Thakur,3
53,2022-05-07,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",41,27,4,2,151.85,c SS Iyer b AD Russell,3
57,2022-05-10,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",27,26,3,0,103.85,c Mohammed Shami b Rashid Khan,3
63,2022-05-15,Rajasthan Royals,"Brabourne Stadium, Mumbai",59,39,5,2,151.28,st SV Samson b YS Chahal,4
72,2022-05-25,Royal Challengers Bangalore,"Eden Gardens, Kolkata",45,26,1,4,173.08,b PWH de Silva,4
