match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
18,2024-04-05,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",14,8,1,1,175.0,not out,6
23,2024-04-09,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",64,37,4,5,172.97,c K Rabada b Arshdeep Singh,4
35,2024-04-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",37,27,2,2,137.04,c DA Warner b Kuldeep Yadav,5
41,2024-04-25,Royal Challengers Bengaluru,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",13,13,0,1,100.0,b KV Sharma,4
46,2024-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",15,15,0,0,100.0,c MS Dhoni b RA Jadeja,5
50,2024-05-02,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",76,42,3,8,180.95,not out,4
55,2024-05-06,Mumbai Indians,"Wankhede Stadium, Mumbai",20,15,2,0,133.33,c A Kamboj b HH Pandya,4
69,2024-05-19,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",37,25,1,3,148.0,c Shivam Singh b HV Patel,4
70,2024-05-21,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",9,10,1,0,90.0,c Rahmanullah Gurbaz b MA Starc,4
72,2024-05-24,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",5,10,0,0,50.0,c YS Chahal b Avesh Khan,6
73,2024-05-26,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",13,10,1,1,130.0,c Rahmanullah Gurbaz b Harshit Rana,5
