match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2025-03-23,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",30,15,4,1,200.0,c YBK Jaiswal b M Theekshana,4
7,2025-03-27,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",32,28,2,0,114.29,b Ravi Bishnoi,4
10,2025-03-30,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0,2,0,0,0.0,c AR Patel b MA Starc,4
15,2025-04-03,Kolkata Knight Riders,"Eden Gardens, Kolkata",19,15,2,1,126.67,c SP Narine b AD Russell,4
19,2025-04-06,Gujarat Titans,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",31,34,3,0,91.18,c Rashid Khan b R Sai Kishore,4
33,2025-04-17,Mumbai Indians,"Wankhede Stadium, Mumbai",19,21,1,0,90.48,c Tilak Varma b TA Boult,4
41,2025-04-23,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,6,0,0,33.33,c MJ Santner b DL Chahar,4
43,2025-04-25,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",19,13,2,0,146.15,not out,7
51,2025-05-02,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",21,10,1,2,210.0,not out,6
61,2025-05-19,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",5,2,1,0,250.0,not out,7
65,2025-05-23,Royal Challengers Bengaluru,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4,7,0,0,57.14,c KH Pandya b R Shepherd,6
