match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
8,2012-04-08,Pune Warriors,Subrata Roy Sahara Stadium,4.0,0,23,1,5.75,9,0,0
14,2012-04-12,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",4.0,0,25,5,6.25,10,1,0
17,2012-04-15,Kolkata Knight Riders,Eden Gardens,4.0,0,34,1,8.5,7,0,0
22,2012-04-18,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",4.0,0,23,0,5.75,9,0,0
