innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,10,1,Rajasthan Royals,RV Uthappa,Rashid Khan,YC Barde,,struck down,False
2,10,6,Sunrisers Hyderabad,R Parag,Rashid Khan,PR Reiffel,,struck down,False
