innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kolkata Knight Riders,1,BB McCullum,20,18,SC Ganguly,5,9,27,27
1,Kolkata Knight Riders,2,SC Ganguly,28,32,BJ Hodge,29,30,58,62
1,Kolkata Knight Riders,3,BJ Hodge,19,11,DJ Hussey,11,7,32,18
1,Kolkata Knight Riders,4,DJ Hussey,26,8,WP Saha,7,3,35,9
1,Kolkata Knight Riders,5,DJ Hussey,6,2,Mashrafe Mortaza,0,0,6,2
1,Kolkata Knight Riders,6,Mashrafe Mortaza,2,2,AB Agarkar,0,0,2,2
2,Deccan Chargers,1,AC Gilchrist,43,31,HH Gibbs,23,25,68,56
2,Deccan Chargers,2,HH Gibbs,5,9,TL Suman,11,10,17,19
2,Deccan Chargers,3,A Symonds,11,9,TL Suman,20,14,31,23
2,Deccan Chargers,4,A Symonds,7,4,RG Sharma,4,1,12,4
2,Deccan Chargers,5,RG Sharma,28,12,Y Venugopal Rao,7,7,38,18
