innings,over,ball,team,player_in,player_out,reason
1,16,1,Kolkata Knight Riders,A Raghuvanshi,CV Varun,impact_player
2,6,1,Rajasthan Royals,Yash Raj Punja,V Suryavanshi,impact_player
