innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rajasthan Royals,1,YBK Jaiswal,30,24,V Suryavanshi,46,28,81,52
1,Rajasthan Royals,2,Dhruv Jurel,5,7,YBK Jaiswal,9,4,16,11
1,Rajasthan Royals,3,R Parag,2,4,YBK Jaiswal,0,1,2,5
1,Rajasthan Royals,4,SO Hetmyer,7,10,R Parag,10,10,18,20
1,Rajasthan Royals,5,D Ferreira,7,7,SO Hetmyer,0,1,7,8
1,Rajasthan Royals,6,SO Hetmyer,8,6,RA Jadeja,9,7,20,13
1,Rajasthan Royals,7,JC Archer,1,1,SO Hetmyer,0,1,2,2
1,Rajasthan Royals,8,Ravi Bishnoi,0,2,JC Archer,0,0,0,2
1,Rajasthan Royals,9,Brijesh Sharma,1,3,JC Archer,7,4,9,7
1,Rajasthan Royals,10,Brijesh Sharma,1,3,JC Archer,7,4,9,7
2,Kolkata Knight Riders,1,TL Seifert,0,1,AM Rahane,0,0,0,1
2,Kolkata Knight Riders,2,A Raghuvanshi,4,5,AM Rahane,0,2,5,7
2,Kolkata Knight Riders,3,C Green,27,13,A Raghuvanshi,4,6,32,19
2,Kolkata Knight Riders,4,R Powell,13,7,A Raghuvanshi,2,8,15,15
2,Kolkata Knight Riders,5,R Powell,10,13,RK Singh,7,6,18,19
2,Kolkata Knight Riders,6,Ramandeep Singh,10,13,RK Singh,5,7,15,20
2,Kolkata Knight Riders,7,AS Roy,29,16,RK Singh,41,21,76,37
