innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rising Pune Supergiants,A Zampa,4.0,0,32,1,8.0,5,0,0
1,Rising Pune Supergiants,AB Dinda,3.0,0,16,1,5.33,9,0,0
1,Rising Pune Supergiants,DL Chahar,3.0,0,28,0,9.33,7,3,0
1,Rising Pune Supergiants,IK Pathan,4.0,0,37,0,9.25,6,0,0
1,Rising Pune Supergiants,NLTC Perera,2.0,0,24,1,12.0,3,0,0
1,Rising Pune Supergiants,R Ashwin,4.0,0,34,4,8.5,8,0,0
2,Kings XI Punjab,AR Patel,4.0,0,43,1,10.75,10,2,0
2,Kings XI Punjab,Gurkeerat Singh,2.0,0,15,2,7.5,4,1,0
2,Kings XI Punjab,KJ Abbott,3.0,0,25,0,8.33,8,0,0
2,Kings XI Punjab,MM Sharma,4.0,0,39,1,9.75,8,1,0
2,Kings XI Punjab,R Dhawan,3.0,0,21,1,7.0,5,1,0
2,Kings XI Punjab,Sandeep Sharma,4.0,0,29,1,7.25,11,2,0
