innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kings XI Punjab,HM Amla,30,27,4,1,111.11,c GJ Bailey b R Ashwin,1
1,Kings XI Punjab,M Vijay,59,41,4,3,143.9,b R Ashwin,2
1,Kings XI Punjab,WP Saha,3,4,0,0,75.0,c R Ashwin b A Zampa,3
1,Kings XI Punjab,Gurkeerat Singh,51,30,3,3,170.0,c DL Chahar b R Ashwin,4
1,Kings XI Punjab,DA Miller,7,5,1,0,140.0,lbw b R Ashwin,5
1,Kings XI Punjab,F Behardien,5,5,1,0,100.0,c AM Rahane b AB Dinda,6
1,Kings XI Punjab,AR Patel,1,3,0,0,33.33,c SS Tiwary b NLTC Perera,7
1,Kings XI Punjab,R Dhawan,11,4,0,1,275.0,not out,8
1,Kings XI Punjab,KJ Abbott,1,1,0,0,100.0,not out,9
2,Rising Pune Supergiants,AM Rahane,19,15,4,0,126.67,c WP Saha b Sandeep Sharma,1
2,Rising Pune Supergiants,UT Khawaja,30,29,1,1,103.45,c DA Miller b Gurkeerat Singh,2
2,Rising Pune Supergiants,GJ Bailey,9,11,2,0,81.82,st WP Saha b AR Patel,3
2,Rising Pune Supergiants,SS Tiwary,17,15,1,1,113.33,c F Behardien b Gurkeerat Singh,4
2,Rising Pune Supergiants,MS Dhoni,64,32,4,5,200.0,not out,5
2,Rising Pune Supergiants,IK Pathan,2,3,0,0,66.67,c WP Saha b R Dhawan,6
2,Rising Pune Supergiants,NLTC Perera,23,14,2,1,164.29,c WP Saha b MM Sharma,7
2,Rising Pune Supergiants,R Ashwin,1,1,0,0,100.0,not out,8
