innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,HM Amla,60,8.3
1,Kings XI Punjab,2,WP Saha,65,9.3
1,Kings XI Punjab,3,M Vijay,123,16.4
1,Kings XI Punjab,4,Gurkeerat Singh,150,18.3
1,Kings XI Punjab,5,DA Miller,154,18.5
1,Kings XI Punjab,6,F Behardien,160,19.6
1,Kings XI Punjab,7,AR Patel,160,20.1
2,Rising Pune Supergiants,1,AM Rahane,35,5.4
2,Rising Pune Supergiants,2,GJ Bailey,47,7.6
2,Rising Pune Supergiants,3,SS Tiwary,78,12.2
2,Rising Pune Supergiants,4,UT Khawaja,80,12.5
2,Rising Pune Supergiants,5,IK Pathan,86,14.2
2,Rising Pune Supergiants,6,NLTC Perera,144,19.1
