match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
3,Mumbai Indians,R Ravindra,65,45,2,4,144.44,not out
3,Mumbai Indians,RA Tripathi,2,3,0,0,66.67,c RD Rickelton b DL Chahar
3,Mumbai Indians,RD Gaikwad,53,26,6,3,203.85,c WG Jacks b V Puthur
3,Mumbai Indians,S Dube,9,7,0,1,128.57,c Tilak Varma b V Puthur
3,Mumbai Indians,DJ Hooda,3,5,0,0,60.0,c PVSN Raju b V Puthur
3,Mumbai Indians,SM Curran,4,9,0,0,44.44,b WG Jacks
3,Mumbai Indians,RA Jadeja,17,18,1,0,94.44,"run out (RD Rickelton, DL Chahar)"
3,Mumbai Indians,MS Dhoni,0,2,0,0,0.0,not out
8,Royal Challengers Bengaluru,R Ravindra,41,31,5,0,132.26,b Yash Dayal
8,Royal Challengers Bengaluru,RA Tripathi,5,3,1,0,166.67,c PD Salt b JR Hazlewood
8,Royal Challengers Bengaluru,RD Gaikwad,0,4,0,0,0.0,c MS Bhandage b JR Hazlewood
8,Royal Challengers Bengaluru,DJ Hooda,4,9,1,0,44.44,c JM Sharma b B Kumar
8,Royal Challengers Bengaluru,SM Curran,8,13,0,0,61.54,c KH Pandya b LS Livingstone
8,Royal Challengers Bengaluru,S Dube,19,15,2,1,126.67,b Yash Dayal
8,Royal Challengers Bengaluru,RA Jadeja,25,19,2,1,131.58,c PD Salt b JR Hazlewood
8,Royal Challengers Bengaluru,R Ashwin,11,8,1,0,137.5,c PD Salt b LS Livingstone
8,Royal Challengers Bengaluru,MS Dhoni,30,16,3,2,187.5,not out
8,Royal Challengers Bengaluru,Noor Ahmad,0,2,0,0,0.0,not out
11,Rajasthan Royals,R Ravindra,0,4,0,0,0.0,c Dhruv Jurel b JC Archer
11,Rajasthan Royals,RA Tripathi,23,19,3,1,121.05,c SO Hetmyer b PWH de Silva
11,Rajasthan Royals,RD Gaikwad,63,44,7,1,143.18,c YBK Jaiswal b PWH de Silva
11,Rajasthan Royals,S Dube,18,10,1,2,180.0,c R Parag b PWH de Silva
11,Rajasthan Royals,V Shankar,9,6,0,1,150.0,b PWH de Silva
11,Rajasthan Royals,RA Jadeja,32,22,2,1,145.45,not out
11,Rajasthan Royals,MS Dhoni,16,11,1,1,145.45,c SO Hetmyer b Sandeep Sharma
11,Rajasthan Royals,J Overton,11,4,0,1,275.0,not out
17,Delhi Capitals,R Ravindra,3,6,0,0,50.0,c & b Mukesh Kumar
17,Delhi Capitals,DP Conway,13,14,1,0,92.86,c AR Patel b V Nigam
17,Delhi Capitals,RD Gaikwad,5,4,1,0,125.0,c J Fraser-McGurk b MA Starc
17,Delhi Capitals,V Shankar,69,54,5,1,127.78,not out
17,Delhi Capitals,S Dube,18,15,1,1,120.0,c T Stubbs b V Nigam
17,Delhi Capitals,RA Jadeja,2,3,0,0,66.67,lbw b Kuldeep Yadav
17,Delhi Capitals,MS Dhoni,30,26,1,1,115.38,not out
22,Punjab Kings,R Ravindra,36,23,6,0,156.52,st P Simran Singh b GJ Maxwell
22,Punjab Kings,DP Conway,69,49,6,2,140.82,retired out
22,Punjab Kings,RD Gaikwad,1,3,0,0,33.33,c Shashank Singh b LH Ferguson
22,Punjab Kings,S Dube,42,27,3,2,155.56,b LH Ferguson
22,Punjab Kings,MS Dhoni,27,12,1,3,225.0,c YS Chahal b Yash Thakur
22,Punjab Kings,RA Jadeja,9,5,0,1,180.0,not out
22,Punjab Kings,V Shankar,2,2,0,0,100.0,not out
25,Kolkata Knight Riders,R Ravindra,4,9,0,0,44.44,c AM Rahane b Harshit Rana
25,Kolkata Knight Riders,DP Conway,12,11,2,0,109.09,lbw b MM Ali
25,Kolkata Knight Riders,RA Tripathi,16,22,1,0,72.73,b SP Narine
25,Kolkata Knight Riders,V Shankar,29,21,2,1,138.1,c MM Ali b CV Varun
25,Kolkata Knight Riders,S Dube,31,29,3,0,106.9,not out
25,Kolkata Knight Riders,R Ashwin,1,7,0,0,14.29,c VG Arora b Harshit Rana
25,Kolkata Knight Riders,RA Jadeja,0,2,0,0,0.0,c Q de Kock b SP Narine
25,Kolkata Knight Riders,DJ Hooda,0,4,0,0,0.0,c VG Arora b CV Varun
25,Kolkata Knight Riders,MS Dhoni,1,4,0,0,25.0,lbw b SP Narine
25,Kolkata Knight Riders,Noor Ahmad,1,8,0,0,12.5,c CV Varun b VG Arora
25,Kolkata Knight Riders,A Kamboj,3,3,0,0,100.0,not out
30,Lucknow Super Giants,SK Rasheed,27,19,6,0,142.11,c N Pooran b Avesh Khan
30,Lucknow Super Giants,R Ravindra,37,22,5,0,168.18,lbw b AK Markram
30,Lucknow Super Giants,RA Tripathi,9,10,1,0,90.0,c & b Ravi Bishnoi
30,Lucknow Super Giants,RA Jadeja,7,11,0,0,63.64,c AK Markram b Ravi Bishnoi
30,Lucknow Super Giants,S Dube,43,37,3,2,116.22,not out
30,Lucknow Super Giants,V Shankar,9,8,1,0,112.5,c Avesh Khan b DS Rathi
30,Lucknow Super Giants,MS Dhoni,26,11,4,1,236.36,not out
38,Mumbai Indians,SK Rasheed,19,20,1,0,95.0,st RD Rickelton b MJ Santner
38,Mumbai Indians,R Ravindra,5,9,0,0,55.56,c RD Rickelton b Ashwani Kumar
38,Mumbai Indians,A Mhatre,32,15,4,2,213.33,c MJ Santner b DL Chahar
38,Mumbai Indians,RA Jadeja,53,35,4,2,151.43,not out
38,Mumbai Indians,S Dube,50,32,2,4,156.25,c WG Jacks b JJ Bumrah
38,Mumbai Indians,MS Dhoni,4,6,0,0,66.67,c Tilak Varma b JJ Bumrah
38,Mumbai Indians,J Overton,4,3,1,0,133.33,not out
43,Sunrisers Hyderabad,SK Rasheed,0,1,0,0,0.0,c Abhishek Sharma b Mohammed Shami
43,Sunrisers Hyderabad,A Mhatre,30,19,6,0,157.89,c Ishan Kishan b PJ Cummins
43,Sunrisers Hyderabad,SM Curran,9,10,1,0,90.0,c Aniket Verma b HV Patel
43,Sunrisers Hyderabad,RA Jadeja,21,17,1,1,123.53,b PHKD Mendis
43,Sunrisers Hyderabad,D Brevis,42,25,1,4,168.0,c PHKD Mendis b HV Patel
43,Sunrisers Hyderabad,S Dube,12,9,2,0,133.33,c Abhishek Sharma b JD Unadkat
43,Sunrisers Hyderabad,DJ Hooda,22,21,1,1,104.76,c Abhishek Sharma b JD Unadkat
43,Sunrisers Hyderabad,MS Dhoni,6,10,1,0,60.0,c Abhishek Sharma b HV Patel
43,Sunrisers Hyderabad,A Kamboj,2,4,0,0,50.0,c H Klaasen b PJ Cummins
43,Sunrisers Hyderabad,Noor Ahmad,2,3,0,0,66.67,c Mohammed Shami b HV Patel
43,Sunrisers Hyderabad,KK Ahmed,1,2,0,0,50.0,not out
49,Punjab Kings,SK Rasheed,11,12,1,1,91.67,c Shashank Singh b Arshdeep Singh
49,Punjab Kings,A Mhatre,7,6,1,0,116.67,c SS Iyer b M Jansen
49,Punjab Kings,SM Curran,88,47,9,4,187.23,c JP Inglis b M Jansen
49,Punjab Kings,RA Jadeja,17,12,4,0,141.67,c JP Inglis b Harpreet Brar
49,Punjab Kings,D Brevis,32,26,2,1,123.08,b Azmatullah Omarzai
49,Punjab Kings,S Dube,6,6,1,0,100.0,c Shashank Singh b Arshdeep Singh
49,Punjab Kings,MS Dhoni,11,4,1,1,275.0,c N Wadhera b YS Chahal
49,Punjab Kings,DJ Hooda,2,2,0,0,100.0,c Priyansh Arya b YS Chahal
49,Punjab Kings,A Kamboj,0,1,0,0,0.0,b YS Chahal
49,Punjab Kings,Noor Ahmad,0,1,0,0,0.0,c M Jansen b YS Chahal
52,Royal Challengers Bengaluru,A Mhatre,94,48,9,5,195.83,c KH Pandya b L Ngidi
52,Royal Challengers Bengaluru,SK Rasheed,14,11,1,1,127.27,c R Shepherd b KH Pandya
52,Royal Challengers Bengaluru,SM Curran,5,5,1,0,100.0,c JM Sharma b L Ngidi
52,Royal Challengers Bengaluru,RA Jadeja,77,45,8,2,171.11,not out
52,Royal Challengers Bengaluru,D Brevis,0,1,0,0,0.0,lbw b L Ngidi
52,Royal Challengers Bengaluru,MS Dhoni,12,8,0,1,150.0,lbw b Yash Dayal
52,Royal Challengers Bengaluru,S Dube,8,3,0,1,266.67,not out
57,Kolkata Knight Riders,A Mhatre,0,2,0,0,0.0,c Harshit Rana b VG Arora
57,Kolkata Knight Riders,DP Conway,0,2,0,0,0.0,b MM Ali
57,Kolkata Knight Riders,Urvil Patel,31,11,1,4,281.82,c CV Varun b Harshit Rana
57,Kolkata Knight Riders,R Ashwin,8,7,1,0,114.29,c A Raghuvanshi b Harshit Rana
57,Kolkata Knight Riders,RA Jadeja,19,10,2,1,190.0,b CV Varun
57,Kolkata Knight Riders,D Brevis,52,25,4,4,208.0,c RK Singh b CV Varun
57,Kolkata Knight Riders,S Dube,45,40,2,3,112.5,c RK Singh b VG Arora
57,Kolkata Knight Riders,MS Dhoni,17,18,0,1,94.44,not out
57,Kolkata Knight Riders,Noor Ahmad,2,2,0,0,100.0,c RK Singh b VG Arora
57,Kolkata Knight Riders,A Kamboj,4,1,1,0,400.0,not out
62,Rajasthan Royals,A Mhatre,43,20,8,1,215.0,c KT Maphaka b TU Deshpande
62,Rajasthan Royals,DP Conway,10,8,2,0,125.0,c R Parag b Yudhvir Singh
62,Rajasthan Royals,Urvil Patel,0,2,0,0,0.0,c KT Maphaka b Yudhvir Singh
62,Rajasthan Royals,R Ashwin,13,8,1,1,162.5,c SO Hetmyer b PWH de Silva
62,Rajasthan Royals,RA Jadeja,1,5,0,0,20.0,c Dhruv Jurel b Yudhvir Singh
62,Rajasthan Royals,D Brevis,42,25,2,3,168.0,b Akash Madhwal
62,Rajasthan Royals,S Dube,39,32,2,2,121.88,c YBK Jaiswal b Akash Madhwal
62,Rajasthan Royals,MS Dhoni,16,17,0,1,94.12,c TU Deshpande b Akash Madhwal
62,Rajasthan Royals,A Kamboj,5,3,1,0,166.67,not out
62,Rajasthan Royals,Noor Ahmad,2,1,0,0,200.0,not out
67,Gujarat Titans,A Mhatre,34,17,3,3,200.0,c Mohammed Siraj b M Prasidh Krishna
67,Gujarat Titans,DP Conway,52,35,6,2,148.57,b Rashid Khan
67,Gujarat Titans,Urvil Patel,37,19,4,2,194.74,c Shubman Gill b R Sai Kishore
67,Gujarat Titans,S Dube,17,8,0,2,212.5,c G Coetzee b M Shahrukh Khan
67,Gujarat Titans,D Brevis,57,23,4,5,247.83,c JC Buttler b M Prasidh Krishna
67,Gujarat Titans,RA Jadeja,21,18,1,1,116.67,not out
