match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2024-03-23,Kolkata Knight Riders,"Eden Gardens, Kolkata",16,5,1,2,320.0,c SS Iyer b Harshit Rana,7
12,2024-03-31,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",22,20,1,1,110.0,c R Tewatia b MM Sharma,6
18,2024-04-05,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",18,19,0,1,94.74,lbw b MM Ali,4
23,2024-04-09,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",14,7,1,1,200.0,not out,8
35,2024-04-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",59,29,2,5,203.45,not out,6
41,2024-04-25,Royal Challengers Bengaluru,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",40,37,1,1,108.11,not out,6
46,2024-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",7,5,1,0,140.0,c DJ Mitchell b Mustafizur Rahman,8
55,2024-05-06,Mumbai Indians,"Wankhede Stadium, Mumbai",10,12,0,0,83.33,c SA Yadav b HH Pandya,7
69,2024-05-19,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,6,0,0,50.0,c Shashank Singh b Arshdeep Singh,6
70,2024-05-21,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",0,1,0,0,0.0,b MA Starc,5
72,2024-05-24,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",18,18,0,1,100.0,c Dhruv Jurel b Avesh Khan,8
73,2024-05-26,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",8,7,0,1,114.29,c SP Narine b CV Varun,7
