match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2024-03-23,Kolkata Knight Riders,"Eden Gardens, Kolkata",1.0,0,14,0,14.0,2,0,1
8,2024-03-27,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3.0,0,39,1,13.0,4,0,0
12,2024-03-31,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2.0,0,20,1,10.0,2,0,0
18,2024-04-05,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,0,11,1,11.0,3,0,0
23,2024-04-09,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1.0,0,10,0,10.0,1,0,0
30,2024-04-15,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",1.0,0,18,0,18.0,1,0,0
35,2024-04-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",1.0,0,22,0,22.0,0,0,0
41,2024-04-25,Royal Challengers Bengaluru,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3.0,0,14,0,4.67,7,0,0
46,2024-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,33,0,11.0,3,0,0
50,2024-05-02,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,0,11,0,11.0,2,0,0
55,2024-05-06,Mumbai Indians,"Wankhede Stadium, Mumbai",1.0,0,11,0,11.0,1,0,0
57,2024-05-08,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,0,9,0,4.5,4,0,0
69,2024-05-19,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,0,13,0,13.0,1,0,0
72,2024-05-24,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,23,3,5.75,13,0,0
73,2024-05-26,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",2.3,0,22,1,8.8,4,0,0
