match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2015-04-09,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",7,7,1,0,100.0,c F du Plessis b A Nehra,4
6,2015-04-12,Rajasthan Royals,Feroz Shah Kotla,40,30,3,3,133.33,c TG Southee b CH Morris,2
10,2015-04-15,Kings XI Punjab,Maharashtra Cricket Association Stadium,6,5,1,0,120.0,c Anureet Singh b Sandeep Sharma,2
13,2015-04-18,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,60,40,3,5,150.0,c DA Warner b P Kumar,2
17,2015-04-20,Kolkata Knight Riders,Feroz Shah Kotla,31,24,3,1,129.17,b PP Chawla,2
21,2015-04-23,Mumbai Indians,Feroz Shah Kotla,83,56,7,5,148.21,b SL Malinga,2
26,2015-04-26,Royal Challengers Bangalore,Feroz Shah Kotla,0,1,0,0,0.0,lbw b MA Starc,2
31,2015-05-01,Kings XI Punjab,Feroz Shah Kotla,54,40,4,3,135.0,c AR Patel b SN Thakur,2
36,2015-05-03,Rajasthan Royals,Brabourne Stadium,9,12,2,0,75.0,b SR Watson,2
39,2015-05-05,Mumbai Indians,Wankhede Stadium,19,18,3,0,105.56,c R Vinay Kumar b Harbhajan Singh,2
42,2015-05-07,Kolkata Knight Riders,Eden Gardens,40,35,3,2,114.29,b GB Hogg,2
45,2015-05-09,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,0,7,0,0,0.0,c & b B Kumar,2
49,2015-05-12,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,70,49,10,1,142.86,not out,2
55,2015-05-17,Royal Challengers Bangalore,M Chinnaswamy Stadium,20,18,1,1,111.11,c CH Gayle b HV Patel,2
