innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Chennai Super Kings,1,AM Rahane,4,6,R Ravindra,0,1,4,7
1,Chennai Super Kings,2,RD Gaikwad,17,13,AM Rahane,12,6,29,19
1,Chennai Super Kings,3,RA Jadeja,15,11,AM Rahane,20,12,35,23
1,Chennai Super Kings,4,S Dube,3,8,RA Jadeja,15,10,19,18
1,Chennai Super Kings,5,Sameer Rizvi,1,5,RA Jadeja,2,2,3,7
1,Chennai Super Kings,6,MM Ali,30,20,RA Jadeja,21,13,51,33
1,Chennai Super Kings,7,MS Dhoni,28,9,RA Jadeja,4,4,35,13
2,Lucknow Super Giants,1,Q de Kock,54,43,KL Rahul,73,47,134,90
2,Lucknow Super Giants,2,KL Rahul,9,6,N Pooran,17,7,27,13
2,Lucknow Super Giants,3,MP Stoinis,8,7,N Pooran,6,5,19,11
