innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Chennai Super Kings,death,71,1,30,14.2,10,7
1,Chennai Super Kings,middle,54,3,54,6.0,4,17
1,Chennai Super Kings,powerplay,51,2,36,8.5,7,12
2,Lucknow Super Giants,death,70,2,40,10.5,9,10
2,Lucknow Super Giants,middle,57,0,40,8.55,6,8
2,Lucknow Super Giants,powerplay,53,0,34,9.35,8,13
