match_number,date,opponent,catches,stumpings,run_outs
23,2013-04-17,Mumbai Indians,1,0,0
36,2013-04-27,Sunrisers Hyderabad,2,0,0
61,2013-05-12,Chennai Super Kings,1,0,0
66,2013-05-15,Mumbai Indians,2,0,1
