match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
27,2013-04-20,Royal Challengers Bangalore,M Chinnaswamy Stadium,2.0,0,11,2,5.5,8,0,0
30,2013-04-22,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1.5,0,21,0,11.45,1,0,0
36,2013-04-27,Sunrisers Hyderabad,Sawai Mansingh Stadium,2.0,0,16,0,8.0,5,1,0
40,2013-04-29,Royal Challengers Bangalore,Sawai Mansingh Stadium,4.0,0,22,3,5.5,11,0,0
47,2013-05-03,Kolkata Knight Riders,Eden Gardens,3.0,0,21,1,7.0,9,1,0
50,2013-05-05,Pune Warriors,Sawai Mansingh Stadium,4.0,0,29,0,7.25,12,1,0
52,2013-05-07,Delhi Daredevils,Sawai Mansingh Stadium,3.0,0,21,1,7.0,8,0,0
55,2013-05-09,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,19,1,4.75,7,0,0
61,2013-05-12,Chennai Super Kings,Sawai Mansingh Stadium,4.0,0,23,0,5.75,12,1,0
66,2013-05-15,Mumbai Indians,Wankhede Stadium,4.0,0,30,2,7.5,8,1,0
68,2013-05-17,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",3.0,0,19,1,6.33,7,0,0
74,2013-05-22,Sunrisers Hyderabad,Feroz Shah Kotla,4.0,0,32,1,8.0,10,1,0
75,2013-05-24,Mumbai Indians,Eden Gardens,2.5,0,34,1,12.0,3,0,0
