innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,Mandeep Singh,5,2.1
1,Kings XI Punjab,2,AC Gilchrist,16,4.3
1,Kings XI Punjab,3,PC Valthaty,18,5.3
1,Kings XI Punjab,4,DJ Hussey,20,6.5
1,Kings XI Punjab,5,SD Chitnis,77,15.1
1,Kings XI Punjab,6,Azhar Mahmood,122,19.1
1,Kings XI Punjab,7,Gurkeerat Singh,123,19.3
1,Kings XI Punjab,8,PP Chawla,126,19.6
2,Delhi Daredevils,1,UBT Chand,82,9.6
2,Delhi Daredevils,2,DA Warner,109,13.5
2,Delhi Daredevils,3,IK Pathan,117,15.2
2,Delhi Daredevils,4,DPMD Jayawardene,135,17.5
