match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2024-03-24,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",4.0,0,32,2,8.0,7,1,0
7,2024-03-26,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,36,1,9.0,4,1,0
12,2024-03-31,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",4.0,0,25,3,6.25,6,0,0
17,2024-04-04,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",4.0,0,38,1,9.5,5,0,0
21,2024-04-07,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,0,34,0,11.33,2,0,0
24,2024-04-10,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,51,1,12.75,3,4,0
37,2024-04-21,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4.0,0,32,2,8.0,9,1,0
40,2024-04-24,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,73,0,18.25,2,1,0
45,2024-04-28,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",2.0,0,41,0,20.5,3,0,1
52,2024-05-04,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",2.0,0,32,0,16.0,2,0,0
59,2024-05-10,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",4.0,0,31,3,7.75,10,2,0
