innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,R Dravid,62,11.2
1,Rajasthan Royals,2,OA Shah,183,19.4
2,Royal Challengers Bangalore,1,MA Agarwal,42,5.4
2,Royal Challengers Bangalore,2,CH Gayle,42,5.6
2,Royal Challengers Bangalore,3,AB de Villiers,69,9.4
2,Royal Challengers Bangalore,4,V Kohli,78,11.3
2,Royal Challengers Bangalore,5,SS Tiwary,101,15.1
2,Royal Challengers Bangalore,6,DL Vettori,103,15.4
2,Royal Challengers Bangalore,7,M Kaif,107,16.4
2,Royal Challengers Bangalore,8,R Vinay Kumar,116,17.5
2,Royal Challengers Bangalore,9,Z Khan,120,18.2
2,Royal Challengers Bangalore,10,M Muralitharan,136,20.5
