innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,F du Plessis,10,3.1
1,Chennai Super Kings,2,SM Curran,35,5.4
1,Chennai Super Kings,3,AT Rayudu,116,16.2
1,Chennai Super Kings,4,SR Watson,120,17.2
1,Chennai Super Kings,5,MS Dhoni,152,19.6
1,Chennai Super Kings,6,DJ Bravo,152,20.1
2,Sunrisers Hyderabad,1,DA Warner,23,4.3
2,Sunrisers Hyderabad,2,MK Pandey,27,4.6
2,Sunrisers Hyderabad,3,JM Bairstow,59,10.5
2,Sunrisers Hyderabad,4,PK Garg,99,15.4
2,Sunrisers Hyderabad,5,V Shankar,117,17.4
2,Sunrisers Hyderabad,6,KS Williamson,126,18.2
2,Sunrisers Hyderabad,7,Rashid Khan,146,19.6
2,Sunrisers Hyderabad,8,S Nadeem,146,20.3
