match_number,date,opponent,venue,result,margin
1,2022-03-26,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",lost,by 6 wickets
7,2022-03-31,Lucknow Super Giants,"Brabourne Stadium, Mumbai",lost,by 6 wickets
11,2022-04-03,Punjab Kings,"Brabourne Stadium, Mumbai",lost,by 54 runs
17,2022-04-09,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",lost,by 8 wickets
22,2022-04-12,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",won,by 23 runs
29,2022-04-17,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",lost,by 3 wickets
33,2022-04-21,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",won,by 3 wickets
38,2022-04-25,Punjab Kings,"Wankhede Stadium, Mumbai",lost,by 11 runs
46,2022-05-01,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",won,by 13 runs
49,2022-05-04,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",lost,by 13 runs
55,2022-05-08,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",won,by 91 runs
59,2022-05-12,Mumbai Indians,"Wankhede Stadium, Mumbai",lost,by 5 wickets
62,2022-05-15,Gujarat Titans,"Wankhede Stadium, Mumbai",lost,by 7 wickets
68,2022-05-20,Rajasthan Royals,"Brabourne Stadium, Mumbai",lost,by 5 wickets
